date,hour,battery_soc,pvout,price,action,cumrev_agent,cumrev_dp,gap,gap_pct,cumrev_baseline
2022-09-17,10.5,1.4734554290771484,1.097112296,23.0,1.4734546,145.22796566685975,54.516360000000006,-90.71160566685974,-166.39336460992578,145.22798276447975
2022-09-17,11.0,8.344650268554688e-07,1.075446245,23.0,-0.9391322,148.36318838923216,87.47536000000001,-60.887828389232155,-69.60569055015281,169.96324639947943
2022-09-17,11.5,0.9391330480575562,1.126351248,23.0,-0.6323266,159.72575522570878,103.87436,-55.851395225708785,-53.768220786832075,195.86932510347924
2022-09-17,12.0,1.5714596509933472,1.2130795,23.44,-0.96649,165.50581379287541,156.35652000000002,-9.149293792875397,-5.851558855924522,224.30390858347891
2022-09-17,12.5,2.537949562072754,1.026466906,23.37,-1.0200887,165.6548731065468,156.35652000000002,-9.298353106546784,-5.946891825519514,248.29244017669862
2022-09-17,13.0,3.5580382347106934,0.812837322,24.21,-0.4373859,174.74455235013374,176.03925,1.294697649866265,0.7354596488375547,267.9712317423182
2022-09-17,13.5,3.9954240322113037,0.980523589,27.0,-0.0045738495,201.09519531675505,202.52625,1.4310546832449518,0.7066020741730772,294.445368645318
2022-09-17,14.0,3.999997854232788,1.162138447,33.13,-2.1457627e-06,239.5967709767483,241.02331,1.4265390232517063,0.5918676592947405,332.9470153944276
2022-09-17,14.5,4.0,1.107419234,34.2,-0.0,277.47050877954825,278.88271000000003,1.4122012204517773,0.5063781904771999,370.82075319722753
2022-09-17,15.0,4.0,0.837864633,39.28,-0.0,310.3818315637891,311.79935,1.4175184362109121,0.45462520566861736,403.73207598146837
2022-09-17,15.5,4.0,0.677256688,40.0,-0.0,337.47209908378863,338.87935,1.4072509162113533,0.4152660574364751,430.8223435014679
2022-09-17,16.0,4.0,0.608838231,41.1,-0.0,362.4953503778888,384.54145,22.04609962211117,5.733087973250003,455.8455947955681
2022-09-17,16.5,4.0,0.501766904,41.08,-0.0,383.10793479420863,384.54145,1.433515205791366,0.3727856140843506,476.4581792118879
2022-09-17,17.0,4.0,0.374400613,46.49,-0.0,400.5138192925788,401.92871,1.4148907074212502,0.35202529011208233,493.86406371025805
2022-09-17,17.5,4.0,0.214631995,48.0,0.9621342,456.9985958103298,412.24871,-44.74988581032977,-10.855069943173326,504.1663994702576
2022-09-17,18.0,3.0378658771514893,0.02638815,49.88,1.8056691,548.3816099085234,513.30559,-35.076019908523335,-6.833360203329041,505.48264039225796
2022-09-17,18.5,1.2321968078613281,0.006956762,49.25,1.2321968,609.4099232241933,513.65034,-95.7595832241933,-18.642951394560217,505.8252609207575
2022-09-17,19.0,0.0,0.0,49.25,0.0,609.4099232241933,612.15034,2.7404167758066933,0.44767054704350784,505.8252609207575
2022-09-17,19.5,0.0,0.0,48.0,0.0,609.4099232241933,612.15034,2.7404167758066933,0.44767054704350784,505.8252609207575
2022-09-17,20.0,0.0,0.0,48.0,0.0,609.4099232241933,612.15034,2.7404167758066933,0.44767054704350784,505.8252609207575
2022-09-17,20.5,0.0,0.0,36.05,0.0,609.4099232241933,612.15034,2.7404167758066933,0.44767054704350784,505.8252609207575
2022-09-17,21.0,0.0,0.0,34.7,0.0,609.4099232241933,612.15034,2.7404167758066933,0.44767054704350784,505.8252609207575
2022-09-17,21.5,0.0,0.0,36.0,0.0,609.4099232241933,612.15034,2.7404167758066933,0.44767054704350784,505.8252609207575
2022-09-17,22.0,0.0,0.0,34.0,0.0,609.4099232241933,612.15034,2.7404167758066933,0.44767054704350784,505.8252609207575
2022-09-17,22.5,0.0,0.0,34.7,0.0,609.4099232241933,612.15034,2.7404167758066933,0.44767054704350784,505.8252609207575
2022-09-17,23.0,0.0,0.0,33.97,0.0,609.4099232241933,612.15034,2.7404167758066933,0.44767054704350784,505.8252609207575
2022-09-17,23.5,0.0,0.0,33.13,0.0,609.4099232241933,612.15034,2.7404167758066933,0.44767054704350784,505.8252609207575
2022-09-18,0.0,0.0,0.0,23.37,0.0,0.0,0.0,0.0,,0.0
2022-09-18,0.5,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0
2022-09-18,1.0,0.0,0.0,24.21,0.0,0.0,0.0,0.0,,0.0
2022-09-18,1.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,0.0
2022-09-18,2.0,0.0,0.0,24.21,0.0,0.0,0.0,0.0,,0.0
2022-09-18,2.5,0.0,0.0,24.37,0.0,0.0,0.0,0.0,,0.0
2022-09-18,3.0,0.0,0.0,23.37,0.0,0.0,0.0,0.0,,0.0
2022-09-18,3.5,0.0,0.0,24.21,0.0,0.0,0.0,0.0,,0.0
2022-09-18,4.0,0.0,0.0,23.93,0.0,0.0,0.0,0.0,,0.0
2022-09-18,4.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,0.0
2022-09-18,5.0,0.0,0.0,26.14,0.0,0.0,0.0,0.0,,0.0
2022-09-18,5.5,0.0,0.006789005,25.0,0.0,0.1697251250006957,0.0,-0.1697251250006957,,0.1697251250006957
2022-09-18,6.0,0.0,0.020758851,24.21,0.0,0.6722969077109155,0.0,-0.6722969077109155,,0.6722969077109155
2022-09-18,6.5,0.0,0.115376986,23.0,0.0,3.3259675857116235,0.0,-3.3259675857116235,,3.3259675857116235
2022-09-18,7.0,0.0,0.197351463,23.0,0.0,7.865051234712155,0.0,-7.865051234712155,,7.865051234712155
2022-09-18,7.5,0.0,0.365766751,23.0,-0.36576617,7.865064651976354,0.0,-7.865064651976354,,16.277686507712133
2022-09-18,8.0,0.36576616764068604,0.545019211,22.0,-0.5450192,7.865064687508493,0.0,-7.865064687508493,,28.268109149712473
2022-09-18,8.5,0.9107853770256042,0.625494879,23.0,-0.6254949,7.865064687508493,0.0,-7.865064687508493,,42.654491366713046
2022-09-18,9.0,1.5362802743911743,0.67490522,23.0,-0.67470944,7.869567644122071,0.0,-7.869567644122071,,58.17731142671255
2022-09-18,9.5,2.2109897136688232,0.584073948,23.0,-0.26255894,15.264412895448913,0.0,-15.264412895448913,,71.61101223071273
2022-09-18,10.0,2.473548650741577,0.523289416,24.0,-0.4986157,15.856581793190344,0.0,-15.856581793190344,,84.1699582147121
2022-09-18,10.5,2.9721643924713135,0.41710387,25.88,-0.41685602,15.862996133359047,1.941,-13.921996133359047,-717.2589455620322,94.96460637031123
2022-09-18,11.0,3.3890204429626465,0.285233069,27.0,-0.28504094,15.868183486361886,9.636,-6.232183486361887,-64.67604282235251,102.66589923331048
2022-09-18,11.5,3.6740612983703613,0.263480666,28.82,-0.2628275,15.887008139732643,17.35976,1.4727518602673584,8.48371095146107,110.25941202742979
2022-09-18,12.0,3.9368886947631836,0.294760042,28.82,-0.062200155,22.589384079927186,25.71756,3.128175920072813,12.163579748906246,118.75439643786922
2022-09-18,12.5,3.999088764190674,0.230176155,38.13,-0.0006493832,31.341239889607095,40.39761,9.056370110392905,22.41808391732309,127.53101322801922
